,title,room,area,floor,renovation,material,price,address,lift,security,internet,playground,sewerage,bathroom,video_monitor,parking_space,air_condition,furniture
1820,1-rooms apartment for sale,,,,,,41 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
1821,3-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кургантепа",0,0,0,1,1,1,0,0,0,0
1822,2-rooms apartment for sale,,,,,,63 500 usd,"Tashkent city, district Uchtepa, жилой комплекс Фарход",0,0,1,0,1,1,0,1,1,1
1823,2-rooms apartment for sale,,,,,,69 500 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
1824,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1825,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1826,2-rooms apartment for sale,,,,,,54 500 usd,"Tashkent city, district Yunusabad, 7-й квартал",0,0,0,0,0,0,0,0,0,0
1827,2-rooms apartment for sale,,,,,,88 700 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Хусниабад",0,0,0,0,0,0,0,0,0,0
1828,3-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Алпомиш, улица Буюк Ипак Йули",0,0,1,1,1,0,0,1,0,0
1829,2-rooms apartment for sale,,,,,,83 000 usd,"Tashkent city, district Yunusabad, 17-й квартал",0,0,0,0,0,0,0,0,0,0
1830,1-rooms apartment for sale,,,,,,40 500 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
1831,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1832,2-rooms apartment for sale,,,,,,53 500 usd,"Tashkent city, district Yunusabad, 17-й квартал",0,0,0,0,0,0,0,0,0,0
1833,2-rooms apartment for sale,,,,,,55 000 usd,"Tashkent city, district Yunusabad, 7-й квартал",0,0,0,0,0,0,0,0,0,0
1834,3-rooms apartment for sale,,,,,,62 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Юнус Ата",0,0,0,0,0,0,0,0,0,0
1835,1-rooms apartment for sale,,,,,,31 500 usd,"Tashkent city, district Yunusabad, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1836,2-rooms apartment for sale,,,,,,88 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0
1837,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1838,4-rooms apartment for sale,,,,,,160 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Юнус Раджаби, улица Юнуса Раджаби",0,0,0,0,0,0,0,0,0,0
1839,2-rooms apartment for sale,,,,,,70 250 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кутарма",0,0,1,1,1,1,0,1,1,1
1840,1-rooms apartment for sale,,,,,,39 750 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катартал",0,0,1,1,1,1,0,1,0,0
1841,3-rooms apartment for sale,,,,,,77 700 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ватандош",0,0,1,1,1,1,1,1,1,1
1842,4-rooms apartment for sale,,,,,,169 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мирабад, улица Нукус",1,0,1,0,1,1,1,1,1,1
1843,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1844,1-rooms apartment for sale,,,,,,57 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
1845,2-rooms apartment for sale,,,,,,57 300 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,1,1,1,0,1,1,1,1
1846,1-rooms apartment for sale,,,,,,43 750 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,1,1,1,1,0,1,0,1
1847,3-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кургантепа",0,0,0,1,1,1,1,1,0,0
1848,2-rooms apartment for sale,,,,,,60 500 usd,"Tashkent city, Алмазарский район, махаллинский сход граждан Гульсарай",0,0,1,1,0,1,0,1,1,1
1849,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
1850,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1851,1-rooms apartment for sale,,,,,,57 350 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,1,1,1,1,0,1,1,1
1852,2-rooms apartment for sale,,,,,,61 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Янги Хаёт",0,0,1,0,0,1,0,0,1,1
1853,3-rooms apartment for sale,,,,,,115 000 usd,"Tashkent city, district Chilanzar, квартал Ц, улица Мехр",0,0,1,0,0,1,1,0,1,1
1854,1-rooms apartment for sale,,,,,,43 000 usd,"Tashkent city, district Yunusabad, 1-й квартал, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
1855,3-rooms apartment for sale,,,,,,76 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0
1856,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1857,3-rooms apartment for sale,,,,,,175 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Буюк Туран, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0
1858,4-rooms apartment for sale,,,,,,320 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Нур, улица Шастри",0,0,0,0,0,0,0,0,0,0
1859,4-rooms apartment for sale,,,,,,238 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Семург, улица Паркент",0,0,0,0,0,0,0,0,0,0
1860,1-rooms apartment for sale,,,,,,48 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",1,0,1,1,1,1,0,1,1,1
1861,1-rooms apartment for sale,,,,,,47 750 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,1,0,1,1,1
1862,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1863,2-rooms apartment for sale,,,,,,50 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Багабад",0,0,0,0,0,0,0,0,0,0
1864,2-rooms apartment for sale,,,,,,87 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
1865,1-rooms apartment for sale,,,,,,49 900 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
1866,2-rooms apartment for sale,,,,,,55 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Мохинур",0,0,1,0,0,1,0,0,1,1
1867,2-rooms apartment for sale,,,,,,53 350 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,1,1,1,1,0,1,0,0
1868,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1869,3-rooms apartment for sale,,,,,,64 450 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Гузар",0,0,1,1,1,1,0,1,0,0
1870,3-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Юнус Ата",0,0,0,0,0,0,0,0,0,0
1871,1-rooms apartment for sale,,,,,,57 700 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,1,1,1,1,0,1,1,1
1872,1-rooms apartment for sale,,,,,,48 000 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
1873,2-rooms apartment for sale,,,,,,69 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Ахмад Дониш",0,0,1,0,0,1,0,0,0,1
1874,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1875,3-rooms apartment for sale,,,,,,89 999 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Байкурган, улица Насаф",0,0,1,1,1,0,0,1,1,1
1876,3-rooms apartment for sale,,,,,,86 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,1,0,0,1,0,0,1,1
1877,2-rooms apartment for sale,,,,,,75 000 usd,"Tashkent city, Yangihayotskiy rayon, массив Сергели-IIIа, улица Кургантепа",1,0,1,1,1,1,0,0,0,1
1878,1-rooms apartment for sale,,,,,,23 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Нурабад, улица Маданият",0,0,0,0,0,0,0,0,0,0
1879,3-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, Yangihayotskiy rayon, 8-й квартал",1,0,0,1,1,1,1,1,1,0
1880,3-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Лолазар, улица Айбека",0,0,0,0,0,0,0,0,0,0
1881,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1882,4-rooms apartment for sale,,,,,,95 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,1,1,1,1,0,1,1,0
1883,3-rooms apartment for sale,,,,,,105 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Лолазар, улица Айбека",0,0,0,0,0,0,0,0,0,0
1884,2-rooms apartment for sale,,,,,,68 000 usd,"Tashkent city, district Yashnabad, массив Ташсельмаш, Tashselmash ko'chasi",0,0,0,0,0,0,0,0,0,0
1885,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Туйтепа, улица Садыка Азимова",0,0,0,0,0,0,0,0,0,0
1886,3-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, массив Аханграбо, улица Курувчилар",0,0,0,0,0,0,0,0,0,0
1887,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1888,2-rooms apartment for sale,,,,,,59 000 usd,"Tashkent city, district Chilanzar, 18-й квартал",0,0,1,0,1,0,0,0,1,1
1889,3-rooms apartment for sale,,,,,,77 500 usd,"Tashkent city, district Yashnabad, 58a Voennyy Gorodok",0,0,0,0,1,0,0,0,0,1
1890,2-rooms apartment for sale,,,,,,79 000 usd,"Tashkent city, district Mirza Ulugbek, массив Алай",0,0,1,0,1,0,0,0,1,1
1891,3-rooms apartment for sale,,,,,,52 000 usd,"Tashkent city, district Bektemir, махаллинский сход граждан Забардаст, Bektemir shoh ko'chasi",0,0,0,0,0,0,0,0,0,0
1892,1-rooms apartment for sale,,,,,,38 500 usd,"Tashkent city, district Yunusabad, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1893,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1894,3-rooms apartment for sale,,,,,,120 000 usd,"Tashkent city, district Mirabad, массив Госпитальный",0,0,0,0,0,0,0,0,0,0
1895,1-rooms apartment for sale,,,,,,68 000 usd,"Tashkent city, district Mirza Ulugbek, O'z mahal TJM",0,0,0,0,0,0,0,0,0,0
1896,3-rooms apartment for sale,,,,,,69 000 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Ватан",0,0,0,0,0,0,0,0,0,0
1897,3-rooms apartment for sale,,,,,,84 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Дилбулак, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0
1898,1-rooms apartment for sale,,,,,,41 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,1,1,0,0,0,0,0
1899,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1900,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1901,4-rooms apartment for sale,,,,,,115 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Нур",0,0,0,0,0,0,0,0,0,0
1902,3-rooms apartment for sale,,,,,,88 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,1,1,1,0,1,1,1,1
1903,3-rooms apartment for sale,,,,,,69 700 usd,"Tashkent city, district Uchtepa, 13-й квартал",0,0,1,1,1,1,1,1,1,1
1904,3-rooms apartment for sale,,,,,,88 700 usd,"Tashkent city, district Yunusabad, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1905,2-rooms apartment for sale,,,,,,79 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Жаркургон, улица Джаркурган",0,0,1,0,1,1,1,1,1,1
1906,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1907,3-rooms apartment for sale,,,,,,100 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,1,1,0,0,0,0,1,1
1908,4-rooms apartment for sale,,,,,,73 000 usd,"Tashkent city, district Sirgali, массив Сергели-VIIа, улица Мирзы Турсунзаде",1,0,1,1,0,0,0,0,0,0
1909,1-rooms apartment for sale,,,,,,41 500 usd,"Tashkent city, district Uchtepa, 22-й квартал",0,0,0,0,0,0,0,0,0,0
1910,2-rooms apartment for sale,,,,,,65 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Навбахор",0,0,0,0,0,0,0,0,0,0
1911,1-rooms apartment for sale,,,,,,32 300 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Нафосат",0,0,0,0,0,0,0,0,0,0
1912,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1913,2-rooms apartment for sale,,,,,,72 000 usd,"Tashkent city, district Yakkasaray, массив Кушбеги",0,0,0,0,0,0,0,0,0,0
1914,2-rooms apartment for sale,,,,,,79 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Лашкарбеги, prospekt Mustakillik",0,0,0,0,0,0,0,0,0,0
1915,4-rooms apartment for sale,,,,,,114 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Лашкарбеги, prospekt Mustakillik",0,0,0,0,0,0,0,0,0,0
1916,1-rooms apartment for sale,,,,,,45 200 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Нурабад, улица Маданият",0,0,0,0,0,0,0,0,0,0
1917,3-rooms apartment for sale,,,,,,56 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Ватан",0,0,0,0,0,0,0,0,0,0
1918,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1919,2-rooms apartment for sale,,,,,,81 000 usd,"Tashkent city, district Chilanzar, 1-й квартал, улица Лабихавуз",0,0,0,0,0,0,0,0,0,0
1920,2-rooms apartment for sale,,,,,,64 200 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта Чиланзар-3",0,0,0,0,0,0,0,0,0,0
1921,2-rooms apartment for sale,,,,,,72 300 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катартал",0,0,0,0,0,0,0,0,0,0
1922,3-rooms apartment for sale,,,,,,76 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта-Казирабад, улица Кирк-Киз",0,0,0,0,0,0,0,0,0,0
1923,2-rooms apartment for sale,,,,,,52 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
1924,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1925,3-rooms apartment for sale,,,,,,64 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,1,1,1,1,1,1,0,1,1
1926,2-rooms apartment for sale,,,,,,65 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Навбахор, улица Мехр",0,0,0,0,0,0,0,0,0,0
1927,3-rooms apartment for sale,,,,,,127 500 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бешчинар",1,0,1,1,1,1,1,1,1,1
1928,2-rooms apartment for sale,,,,,,68 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Фархад",0,0,1,1,1,1,1,1,0,1
1929,2-rooms apartment for sale,,,,,,63 500 usd,"Tashkent city, district Uchtepa, жилой комплекс Фарход",0,0,0,0,0,0,0,0,0,0
1930,1-rooms apartment for sale,,,,,,39 800 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Темирйулчилар, улица Чамбил",0,0,0,0,0,0,0,0,0,0
1931,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1932,1-rooms apartment for sale,,,,,,49 950 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Навбахор, улица Мехр",0,0,1,1,1,1,0,1,1,1
1933,3-rooms apartment for sale,,,,,,76 750 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта-Казирабад, улица Кирк-Киз",1,0,1,1,1,1,0,1,0,0
1934,2-rooms apartment for sale,,,,,,67 450 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,1,0,1,1,1
1935,1-rooms apartment for sale,,,,,,53 750 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Кичик Хирмантепа",0,0,1,1,1,1,0,1,1,1
1936,2-rooms apartment for sale,,,,,,64 950 usd,"Tashkent city, district Chilanzar, 10-й квартал массива Чиланзар",0,0,1,1,1,1,0,1,1,1
1937,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1938,2-rooms apartment for sale,,,,,,64 250 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кургантепа",0,0,1,1,1,1,0,1,1,1
1939,2-rooms apartment for sale,,,,,,63 350 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Богистан",0,0,1,1,1,1,0,1,0,0
1940,1-rooms apartment for sale,,,,,,52 000 usd,"Tashkent city, district Mirza Ulugbek, массив Буз-1, proezd Kalandar",0,0,0,0,0,0,0,0,1,0
1941,3-rooms apartment for sale,,,,,,77 950 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бурижар",1,0,1,1,1,1,0,1,0,0
1942,2-rooms apartment for sale,,,,,,54 950 usd,"Tashkent city, district Uchtepa, 22-й квартал",0,0,1,1,1,1,0,1,0,0
1943,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1944,1-rooms apartment for sale,,,,,,43 600 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Нурабад, улица Маданият",0,0,0,0,0,0,0,0,0,0
1945,3-rooms apartment for sale,,,,,,58 000 usd,"Samarkand region, Samarkand , площадь Регистан",0,0,0,1,1,1,0,1,0,0
1946,2-rooms apartment for sale,,,,,,95 000 usd,"Tashkent city, district Yakkasaray, махаллинский сход граждан Бабур, улица Бабура",0,0,0,1,1,1,0,1,0,0
1947,1-rooms apartment for sale,,,,,,43 600 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Нурабад, улица Маданият",0,0,1,1,1,0,1,1,1,1
1948,3-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Биродарлик, улица Дашнобод",0,0,0,0,0,0,0,0,0,0
1949,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1950,4-rooms apartment for sale,,,,,,145 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Мовароуннахр, улица Саида Барака",0,0,1,0,0,1,1,1,1,1
1951,3-rooms apartment for sale,,,,,,52 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Бек-Тупи, улица Сугалли-ота",1,0,0,0,1,1,0,1,0,0
1952,3-rooms apartment for sale,,,,,,79 000 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,1,1,1,0,1,1,1,1
1953,3-rooms apartment for sale,,,,,,88 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,1,1,1,0,1,1,1,1
1954,2-rooms apartment for sale,,,,,,50 300 usd,"Tashkent city, district Chilanzar, 18-й квартал",0,0,1,1,1,0,1,1,1,1
1955,1-rooms apartment for sale,,,,,,22 700 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Нурабад, улица Маданият",0,0,0,1,1,0,1,1,0,0
1956,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1957,2-rooms apartment for sale,,,,,,67 000 usd,"Tashkent city, district Chilanzar, квартал И",0,0,0,1,1,1,1,1,0,0
1958,2-rooms apartment for sale,,,,,,88 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Дилабад",0,0,0,0,0,0,0,0,0,0
1959,1-rooms apartment for sale,,,,,,60 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Подшобог, улица Буюк Ипак Йули",0,0,0,0,0,0,0,0,0,0
1960,2-rooms apartment for sale,,,,,,89 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Мингчинар",0,1,1,1,1,1,1,1,1,1
1961,2-rooms apartment for sale,,,,,,65 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Катта-Казирабад, улица Чапаната",0,0,1,1,1,0,0,0,0,0
1962,2-rooms apartment for sale,,,,,,46 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1963,1-rooms apartment for sale,,,,,,54 500 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Богиэрам",0,0,0,0,0,0,0,0,0,0
1964,3-rooms apartment for sale,,,,,,77 500 usd,"Tashkent city, district Yunusabad, 17-й квартал",0,0,0,0,0,0,0,0,0,0
1965,1-rooms apartment for sale,,,,,,59 500 usd,"Tashkent city, district Yunusabad, 6-й квартал",0,0,0,0,0,0,0,0,0,0
1966,1-rooms apartment for sale,,,,,,49 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кухна-Чапаната",0,0,0,1,1,0,0,0,1,1
1967,1-rooms apartment for sale,,,,,,49 500 usd,"Tashkent city, district Uchtepa, махаллинский сход граждан Кухна-Чапаната",0,0,0,0,0,0,0,0,0,0
1968,1-rooms apartment for sale,,,,,,36 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Ахмад Яссавий, улица Алимкент",0,0,0,0,0,0,0,0,0,0
1969,1-rooms apartment for sale,,,,,,46 500 usd,"Tashkent city, district Chilanzar, 2-й квартал",0,0,0,0,0,0,0,0,0,0
1970,2-rooms apartment for sale,,,,,,58 500 usd,"Tashkent city, district Uchtepa, жилой комплекс Фарход",0,0,0,0,0,0,0,0,0,0
1971,2-rooms apartment for sale,,,,,,63 500 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
1972,3-rooms apartment for sale,,,,,,155 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Нур, улица Шастри",0,0,0,0,0,0,0,0,0,0
1973,4-rooms apartment for sale,,,,,,280 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Бадамзар, улица Бадамзар",0,0,0,0,0,0,0,0,0,0
1974,2-rooms apartment for sale,,,,,,61 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Истиклол",0,0,0,0,0,0,0,0,0,0
1975,1-rooms apartment for sale,,,,,,42 000 usd,"Tashkent city, district Yashnabad, махаллинский сход граждан Олмос, 1-й тупик Бахт Кули",1,1,0,1,1,0,1,0,0,0
1976,2-rooms apartment for sale,,,,,,58 000 usd,"Tashkent city, district Mirza Ulugbek, махаллинский сход граждан Олтинтепа, улица Турт Арык",0,0,0,0,0,0,0,0,0,0
1977,2-rooms apartment for sale,,,,,,98 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Чарх Камалан-1, улица Новза",0,0,0,0,0,0,0,0,0,0
1978,3-rooms apartment for sale,,,,,,140 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Фидокор",0,0,0,0,0,0,0,0,0,0
1979,3-rooms apartment for sale,,,,,,120 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Заркурган, улица Ботирма",0,0,1,1,1,1,0,0,0,0
1980,4-rooms apartment for sale,,,,,,104 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Бегубор",0,0,0,0,0,0,0,0,0,0
1981,4-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Sirgali, махаллинский сход граждан Эзгулик",1,0,1,1,1,1,0,1,1,1
1982,2-rooms apartment for sale,,,,,,84 900 usd,"Tashkent city, district Yunusabad, 17-й квартал",0,1,1,1,1,1,1,1,1,1
1983,1-rooms apartment for sale,,,,,,42 600 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Адолат",0,0,0,0,0,0,0,0,0,0
1984,2-rooms apartment for sale,,,,,,89 000 usd,"Tashkent city, district Yunusabad, махаллинский сход граждан Мингчинар",0,1,1,1,1,1,1,1,1,1
1985,1-rooms apartment for sale,,,,,,43 000 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Нафосат",0,0,0,1,1,1,0,0,0,0
1986,1-rooms apartment for sale,,,,,,49 999 usd,"Tashkent city, district Chilanzar, махаллинский сход граждан Ак-Тепа",0,0,0,0,0,0,0,0,0,0
1987,2-rooms apartment for sale,,,,,,80 000 usd,"Tashkent city, district Mirabad, махаллинский сход граждан Айбек, улица Саида Барака",1,0,1,1,1,1,0,1,1,1
1988,1-rooms apartment for sale,,,,,,52 000 usd,"Tashkent city, district Mirza Ulugbek, массив Буз-1, proezd Kalandar",0,0,0,1,1,1,0,0,1,1
